"IDFolio";"IDPersona";"AgnoNacimiento";"IDSexo";"IDRelacionJefeHogar";"IDEstudios";"IDLugarEstudios";"IDTituloProfesional";"IDActividad";"IDJornadaTrabajo";"Ingreso";"IDTipoIngreso";"Observaciones";"EfectuaViajes";"NumeroViajes";"Factor"
35041011;2;1972;2;1;5;0;0;11;0;0;0;"";1;2;22,83
35041011;3;1998;1;2;3;4;0;14;0;0;0;"";1;4;31,36
35041011;4;2002;2;2;3;4;0;14;0;0;0;"";1;2;45,95
35041011;5;2008;1;2;1;0;0;13;0;0;0;"no realiza viaje por enfermedad";0;0;22,59
35041011;6;1915;2;3;3;0;0;13;0;0;0;"no realiza viaje  (discapacitada)";0;0;18,58
35041012;1;1950;1;0;4;0;0;3;1;300000;1;"";1;4;27,23
35041012;2;1952;2;1;3;0;0;11;0;0;0;"no realiza viaje fuera de casa";0;0;25,81
35041012;3;1991;2;3;4;4;0;14;0;0;0;"no realiza viaje a estudio por  enfermedad bebe";1;4;25,92
35041012;4;2010;1;3;1;0;0;13;0;0;0;"";1;4;25,54
35041014;1;1985;1;0;4;0;0;4;1;200000;1;"";1;2;25,48
35041014;2;1990;2;1;4;0;0;11;0;0;0;"";1;4;23,31
35041014;3;2008;2;2;2;2;0;14;0;0;0;"";1;2;15,84
35041016;1;1969;1;0;4;0;0;4;1;400000;1;"no realiza viajes , dias de descanso";0;0;24,46
35041016;2;1974;2;1;4;0;0;11;0;0;0;"no realiza viajes fuera de casa";0;0;23,18
35041016;3;1993;1;2;4;4;0;14;0;0;0;"";1;2;19,73
35041016;4;1996;2;2;3;4;0;14;0;0;0;"";1;4;26,00
35041016;5;2008;2;2;1;0;0;13;0;0;0;"no realiza viajes fuera de casa";0;0;15,81
35045001;1;1966;1;0;4;0;0;4;1;300000;1;"";1;2;24,50
35045001;2;1989;1;2;4;0;0;4;1;230000;1;"";1;2;25,48
35045001;3;1989;1;3;4;0;0;4;1;220000;1;"";1;2;25,48
35045010;1;1939;2;0;4;0;0;11;0;100000;1;"no realiza viaje por enfermedad";0;0;17,71
35045010;2;1936;1;1;4;0;0;9;0;70000;1;"";1;2;18,91
35045011;1;1951;1;0;3;0;0;4;1;450000;1;"";1;2;24,09
35045011;2;1953;2;1;3;0;0;11;0;0;0;"no realiza viaje ";0;0;22,83
35045011;3;1984;2;2;4;0;0;11;0;0;0;"";1;2;22,92
35045011;4;1980;1;3;4;0;0;4;1;170000;1;"";1;4;24,09
35045011;5;1996;1;3;3;4;0;14;0;0;0;"";1;2;19,43
35045011;6;1998;1;3;3;4;0;14;0;0;0;"";1;2;31,36
35045011;7;2009;2;3;1;0;0;13;0;0;0;"";1;2;15,57
35045014;1;1937;1;0;4;0;0;9;0;174000;1;"";1;2;18,91
35045014;2;1945;2;1;4;0;0;11;0;0;0;"";1;2;17,71
35050009;1;1960;1;0;3;0;0;3;3;150000;1;"trabaja en casa";1;4;27,23
35050009;2;1965;2;1;3;0;0;3;1;150000;1;"trabaja en casa ";1;4;25,81
35050009;3;1996;1;2;3;4;0;14;0;0;0;"no realiza viaje a colegio";0;0;21,97
35050009;4;1986;1;2;4;0;0;4;1;400000;1;"";1;1;28,32
35050014;1;1964;2;0;4;0;0;11;0;0;0;"";1;4;23,21
35050014;2;1990;1;2;5;0;1;4;2;150000;1;"bicicleta";1;2;25,48
35050014;3;1994;1;2;4;4;0;14;0;0;0;"";1;2;19,76
35055001;1;1979;1;0;4;0;0;4;1;500000;1;"no realiza viaje a trabajo por lecion ";0;0;24,50
35055001;2;1982;2;1;4;0;0;4;1;500000;1;"";1;2;23,31
35055001;3;2006;2;2;2;3;0;14;0;0;0;"no realiza viaje fuera de la ciudad (santiago)";0;0;15,84
35055004;1;1938;2;0;3;0;0;11;0;0;0;"no  realiza viaje por enfermedad (resfriado)";0;0;18,58
35055004;2;1963;2;2;3;0;0;6;1;150000;1;"";1;2;22,83
35055004;3;1965;2;2;5;0;1;4;1;250000;1;"";1;4;22,83
35055004;4;1970;1;2;3;0;0;3;1;400000;1;"no realizo viaje de trabajo";1;4;24,09
35055004;5;1983;2;3;4;0;0;11;0;0;0;"";1;4;22,92
35055004;6;2006;1;3;2;3;0;14;0;0;0;"";1;2;22,59
35055004;7;1985;1;3;6;6;0;14;0;0;0;"no realiza viaje  de estudio de vacaciones";1;3;25,05
35055004;8;1989;2;3;6;6;0;14;0;100000;1;"trabaja y estudia no realiza viajes de estudio ni de trabajo dia libre";1;2;22,92
35055004;9;1997;1;3;3;4;0;14;0;0;0;"";1;2;31,36
35055004;10;1997;1;3;3;4;0;14;0;0;0;"";1;2;31,36
35055013;1;1972;1;0;4;0;0;4;1;200000;1;"no raeliza viajes a trabajo ,. con licencia medica ";1;4;22,95
35055013;2;1958;1;3;4;0;0;4;1;400000;1;"no realiza viaje fuera de la ciudad , trabajando (inca de oro)";0;0;22,95
35058007;1;1955;1;0;3;0;0;4;1;350000;1;"trabaja de camionero, esta esperando carga, dia de registro no realiza viajes de";1;4;27,23
35058007;2;1958;2;1;4;0;0;4;1;200000;1;"no realiza viajes al trabajo, se encuentra de vacasiones";1;4;25,81
35058007;3;1983;1;2;7;0;1;4;1;450000;1;"no realiza viajes, se encuentra con descanso";0;0;28,32
35058007;4;1986;1;2;7;0;1;4;1;300000;1;"";1;1;28,32
35058009;1;1949;2;0;5;0;1;9;0;91000;1;"no realizÃÂ³ viajes, permanece cuidando a su padre. TrÃÂ¡mite de salud";0;0;21,75
35058009;2;1924;1;3;5;0;1;9;0;89000;1;"no realizÃÂ³ viajes por motivos de salud";0;0;18,91
35058010;1;1949;1;0;4;0;0;7;3;90000;1;"";1;6;24,09
35058010;2;1959;2;1;4;0;0;4;1;160000;1;"";1;4;22,83
35058010;3;1984;2;2;4;0;0;13;0;0;0;"";1;2;22,92
35058010;4;1990;2;2;6;6;0;14;0;0;0;"No realiza viajes por motivos de salud.";0;0;22,92
35058010;5;1994;1;2;4;0;0;13;0;0;0;"";1;2;19,43
35058010;6;2008;1;3;1;0;0;13;0;0;0;"";1;2;22,59
35058011;1;1962;1;0;1;0;0;3;1;0;2;"viaja al trabajo fuera de CopiapÃ³ dÃ­a jueves 9:30 hrs.";0;0;24,09
35058011;2;1964;2;1;4;0;0;11;0;0;;"";1;4;22,83
35058011;3;1999;2;2;3;4;0;14;0;0;0;"";1;4;45,95
35058011;4;1984;1;2;5;0;1;4;1;0;2;"Se registra como hora de llegada a Antofagasta las 00:00 hrs. ";1;1;25,05
35058011;5;1986;2;3;5;0;0;11;0;0;0;"Se registrÃ³ como hora de llegada a Antofagasta las 00:00 hrs.";1;1;22,92
35058011;6;2010;1;3;1;0;0;13;0;0;0;"Se registra hora de llegada a Antofagasta las 00:00 hrs.";1;1;22,59
35063013;1;1976;1;0;3;0;0;4;1;250000;1;"";1;2;24,46
35063013;2;1978;2;1;4;0;0;11;0;0;0;"";1;8;23,18
35063013;3;2003;2;2;3;4;0;14;0;0;0;"";1;4;46,66
35063013;4;2007;2;2;2;2;0;14;0;0;0;"";1;2;15,81
35063013;5;2009;1;2;1;0;0;13;0;0;0;"";1;8;22,94
35063024;1;1976;2;0;4;0;0;3;3;200000;1;"";1;4;25,81
35063024;2;1994;2;2;4;4;0;14;0;0;0;"";1;2;28,95
35063024;3;1998;1;2;3;4;0;14;0;0;0;"";1;4;35,46
35063024;4;2009;2;2;1;0;0;13;0;0;0;"";1;2;17,60
35063028;1;1942;2;0;4;0;0;11;0;0;0;"";1;2;17,71
35063028;2;1940;1;1;3;0;0;4;1;200000;1;"";1;2;18,91
35063029;1;1951;1;0;4;0;0;4;1;200000;1;"";1;2;24,46
35063029;2;1958;2;1;4;0;0;6;3;100000;1;"";1;2;23,18
35063029;3;1980;2;2;5;0;1;4;1;200000;1;"";1;3;23,18
35063029;4;1976;1;3;4;0;0;12;0;0;0;"";1;2;24,46
35063029;5;1999;2;3;3;4;0;14;0;0;0;"";1;2;46,66
35075005;1;1963;1;0;3;0;0;3;2;290000;1;"";1;2;22,95
35075005;2;1991;1;2;3;0;0;12;0;0;0;"";1;4;23,87
35079009;1;1961;2;0;3;0;0;3;2;100000;1;"trabaja solo fines de semana";1;2;23,18
35079009;2;1990;2;2;4;0;0;4;1;180000;1;"";1;4;23,28
35079009;3;1993;2;2;4;4;0;14;0;0;0;"";1;2;26,00
35079009;4;2001;2;2;3;4;0;14;0;0;0;"";1;2;46,66
35079009;5;2010;2;3;1;0;0;13;0;0;0;"";1;2;15,81
35079017;1;1962;1;0;3;0;0;4;1;180000;1;"";0;0;24,09
35079017;2;1959;2;1;4;0;0;11;0;0;0;"";1;4;22,83
35079017;3;1990;2;2;4;0;0;12;0;0;0;"no realiza viaje  por enfermedad";0;0;22,92
35079017;4;1996;1;2;3;4;0;14;0;0;0;"";1;2;19,43
35079017;5;2001;2;2;3;4;0;14;0;0;0;"";1;2;45,95
35079017;6;2009;2;3;1;0;0;13;0;0;0;"no realiza viaje ";0;0;15,57
35079018;1;1947;1;0;4;0;0;3;1;300000;1;"";1;4;24,50
35079018;2;1958;2;1;4;0;0;11;0;0;0;"";1;2;23,21
35079018;3;1958;2;3;4;0;0;6;1;180000;1;"";1;2;23,21
36009009;1;1948;2;0;5;0;1;9;0;300000;1;"";1;2;29,78
36009009;2;1989;2;2;4;7;0;14;0;0;0;"";1;4;36,18
36009009;3;2008;1;3;2;2;0;14;0;0;0;"no fue al estudio  esta un poco resfriado";1;2;24,95
36009016;1;1983;1;0;7;0;1;4;1;500000;1;"";1;5;17,06
36009016;2;1981;2;1;4;0;0;11;0;0;0;"";1;4;19,49
36009016;3;2001;1;2;3;4;0;14;0;0;0;"";1;2;15,85
36009016;4;1983;1;3;6;6;0;14;0;0;0;"";1;6;17,06
36009023;1;1963;1;0;6;0;0;4;1;500000;1;"trabaja el negocio del papa";1;5;48,00
36009023;2;1965;2;1;6;0;0;11;0;0;0;"";1;5;29,78
36009023;3;1996;2;2;4;4;0;14;0;0;0;"";1;2;36,60
36014004;1;1947;2;0;4;0;0;9;0;300000;1;"";1;2;42,86
36014013;1;1952;1;0;3;0;0;5;1;180000;1;"";1;2;28,16
36014013;2;1953;2;1;4;0;0;11;0;0;0;"hay unos Ã±iÃ±os en casa,pero son nietos que los cuida en el dia";1;2;17,47
36014015;1;1947;1;0;7;0;1;1;1;600000;1;"no esta trabajando esta con licencia ambulatoria";1;4;25,85
36014015;2;1942;2;1;7;0;1;9;0;190000;1;"no salio en todo el dia se quedo en casa";0;0;7,02
36014015;3;1970;2;2;7;0;1;11;0;0;0;"no salio  se quedo con su hijo todo el dia en casa";0;0;16,04
36014015;4;2006;1;3;1;0;0;13;0;0;0;"se quedo con su mama todo el dia en casa.";0;0;13,44
36018031;1;1928;1;0;5;0;0;9;0;200000;1;"";1;2;7,68
36018031;2;1937;2;1;3;0;0;9;0;75000;1;"";1;4;7,64
36018033;1;1952;2;0;4;0;0;11;0;200000;1;"los ingresos son por una casa que arrienda";1;10;17,47
36018033;2;2000;1;2;3;4;0;14;0;0;0;"";1;4;17,27
36018034;1;1924;1;0;3;0;0;9;0;160000;1;"usa muletas para caminar,sale generalmente los fines de semana en su camioneta.";1;2;18,85
36020009;1;1970;1;0;4;0;0;4;1;650000;1;"";1;4;25,85
36020009;2;1972;2;1;5;0;1;11;0;0;0;"";1;4;16,04
36020009;3;2000;2;2;3;4;0;14;0;0;0;"";1;2;32,10
36020009;4;2007;2;2;1;0;0;13;0;0;0;"";1;2;28,53
36020020;1;1936;2;0;3;0;0;9;0;110000;1;"reporta a otra persona en casa por temor a decir que vive sola";1;2;18,75
36024012;1;1946;1;0;3;0;0;9;0;135000;1;"";1;2;69,08
36024014;1;1937;1;0;3;0;0;9;0;100000;1;"";1;6;7,05
36024014;2;1973;1;2;5;0;1;12;0;0;0;"esta cesante";1;4;25,85
36024014;3;1970;2;3;4;0;0;11;0;0;0;"";1;6;16,04
36024014;4;2007;2;3;2;2;0;14;0;0;0;"";1;2;28,53
36024016;1;1954;1;0;7;0;1;4;1;600000;1;"no realizo viajes al trabajo porque esta con descanso";1;9;25,85
36024016;2;1964;2;1;7;0;1;1;1;1200000;1;"";1;6;16,04
36024016;3;2000;1;2;3;4;0;14;0;0;0;"";1;5;15,85
36024016;4;2005;1;2;2;3;0;14;0;0;0;"";1;3;15,85
37005010;1;1944;2;0;3;0;0;11;0;75000;1;"ingreso por concepto de pension asistencial.-";1;4;6,75
37005010;2;1981;1;2;4;0;0;4;1;380000;1;"na.-";1;5;16,40
37005010;3;1984;2;3;4;0;0;4;1;180000;1;"na.-";1;4;18,74
37005010;4;2007;2;3;1;0;0;13;0;0;0;"na.-";1;6;27,43
37010011;1;1969;2;0;6;0;0;11;0;200000;1;"no tuvo motivos de viaje, ingreso por concepto de pension alimenticia.-";0;0;15,42
37010011;2;1993;1;2;4;4;0;14;0;0;0;"los viajes en auto fueron hechos en la camioneta de su padre.-";1;4;26,44
37010011;3;2002;1;2;3;4;0;14;0;0;0;"na.-";1;2;15,24
37010011;4;2003;2;2;3;4;0;14;0;0;0;"na.-";1;2;30,87
37010015;1;1950;1;0;3;0;0;9;0;300000;1;"el encuestado por motivos personales viajo fuera de copiapo el mismo dia de cont";0;0;27,08
37010015;2;1958;2;1;2;0;0;11;0;0;0;"la encuestada por motivos personales viajo fuera de copiapo el mismo dia de cont";0;0;16,80
37010016;1;1964;1;0;4;0;0;4;1;500000;1;"se encuentra con descanzo de su turno laboral.-";1;8;40,29
37010016;2;1971;2;1;4;0;0;11;0;0;0;"na.-";1;8;25,00
37010016;3;1991;2;2;5;7;0;14;0;0;0;"se encontraba con licencia medica el dia asignado a viajes.-";1;4;30,37
37010016;4;1997;1;2;3;4;0;14;0;0;;"";1;2;24,71
37010016;5;1998;1;2;3;4;0;14;0;0;0;"na.-";1;2;24,71
37010016;6;1933;2;3;4;0;0;9;0;100000;1;"la encuestada alojo en otra direccion el dia anterior al asignado a viajes.-";1;1;10,94
37010018;1;1969;1;0;4;0;0;4;1;250000;1;"el encuestado es chofer de una camioneta de reparto.-";1;7;40,29
37010018;2;1972;2;1;5;0;1;4;1;200000;1;"se encuentra con licencia medica.-";0;0;25,00
37010018;3;1991;2;2;6;6;0;14;0;0;0;"por motivos de estudio la encuestada se encuentra fuera de copiapo el dia asigna";0;0;30,37
37010018;4;1992;2;2;4;4;0;14;0;0;0;"la encuestada estudia de noche.-";1;2;30,72
37010018;5;1994;2;2;4;4;0;14;0;0;0;"na.-";1;2;30,72
37010018;6;2008;1;2;2;2;0;14;0;0;0;"al estar su mama con licencia medica el encuestado no pudo asistir al jardin inf";0;0;20,95
37016005;1;1948;2;0;3;0;0;3;3;80000;1;"la encuestada trabaja en su propio domicilio, por esa razon no tuvo motivos de v";0;0;28,63
37016005;2;1968;2;2;7;0;1;1;1;300000;1;"na.-";1;4;28,63
37016005;3;1988;1;3;6;6;0;14;0;0;0;"el encuestado realizo viajes por tramites estudiantiles.-";1;2;30,45
37016011;1;1936;1;0;3;0;0;9;0;147000;1;"na.-";1;4;7,39
37016011;2;1935;2;1;3;0;0;11;0;0;0;"la encuestada no realiza viajes, al parecer tiene sus facultades mentales pertur";0;0;7,35
37016012;1;1949;1;0;5;0;0;3;3;380000;1;"los viajes fueron hechos en vehiculo de la empresa.-";1;4;35,29
37016012;2;1947;2;1;4;0;0;3;2;165000;1;"na.-";1;5;21,89
37016012;3;1972;1;2;4;0;0;4;1;180000;1;"na.-";1;2;35,29
37016012;4;1956;2;3;4;0;0;11;0;0;0;"na.-";1;2;21,89
37016012;5;1923;1;3;3;0;0;9;0;146000;1;"por motivos de salud producto de su avanzada edad el encuestado no realiza viaje";0;0;9,63
37016013;1;1939;1;0;4;0;0;4;1;250000;1;"na.-";1;4;7,39
37016013;2;1939;2;1;4;0;0;11;0;75000;1;"ingreso por concepto de pension solidaria.-";1;2;7,35
37021001;1;1924;1;0;3;0;0;9;0;127000;1;"el encuestado es discapacitado.-";1;2;7,39
37021001;2;1929;2;1;3;0;0;9;0;75000;1;"la encuestada no realiza viajes habitualmente debido a que posee el mal de alzha";0;0;7,35
37021003;1;1973;1;0;5;0;0;4;1;500000;1;"na.-";1;6;46,15
37021003;2;1980;2;1;7;0;1;4;1;500000;1;"na.-";1;7;28,63
37021003;3;2008;1;2;1;0;0;13;0;0;0;"na.-";1;2;23,99
37021004;1;1970;1;0;5;0;1;2;1;700000;1;"realizo 11 viajes.-";1;11;35,29
37021004;2;1970;2;1;4;0;0;11;0;0;0;"na.-";1;4;21,89
37021004;3;1999;1;2;3;4;0;14;0;0;0;"na.-";1;4;21,64
37021004;4;2007;1;2;1;0;0;13;0;0;0;"por su edad no paga pasaje.-";1;2;18,34
37021004;5;1951;2;3;4;0;0;2;1;450000;1;"la encuestada trabaja en su propio domicilio.-";1;2;21,89
37021021;1;1964;1;0;4;0;0;4;1;500000;1;"por motivos de salud el encuestado se encuentra fuera de copiapo el dia asignado";0;0;40,29
37021021;2;1965;2;1;4;0;0;11;0;0;0;"na.-";1;4;25,00
37021021;3;1982;1;2;5;0;1;4;1;230000;1;"na.-";1;4;26,58
37021021;4;1995;1;2;4;4;0;14;0;0;0;"camino 15 minutos para tomar el taxi colectivo.-";1;2;42,85
37021021;5;1962;2;3;4;0;0;11;0;0;0;"na.-";1;2;25,00
37021021;6;1980;2;3;4;0;0;4;1;250000;1;"na.-";1;2;25,00
37021021;7;2006;2;3;2;2;0;14;0;0;0;"na.-";1;2;44,46
37027005;1;1931;1;0;4;0;0;9;0;170000;1;"na.-";1;2;9,63
37027005;2;1938;2;1;4;0;0;11;0;0;0;"no tuvo motivos de viaje, se quedo cuidando a su hija que se encuentra enferma.-";0;0;9,58
37027005;3;1958;2;2;5;0;0;4;1;320000;1;"na.-";1;5;21,89
37027005;4;1961;2;2;5;0;0;3;3;165000;1;"se encuentra con licencia medica.-";0;0;21,89
37027005;5;1965;1;2;4;0;0;4;1;340000;1;"se encuentran cumpliendo su turno laboral de 7x7 en minera candelaria.-";0;0;35,29
37027007;1;1936;1;0;4;0;0;3;1;800000;1;"na.-";1;6;7,39
37027007;2;1940;2;1;4;0;0;11;0;0;0;"na.-";1;6;7,35
37027011;1;1961;2;0;3;0;0;11;0;120000;1;"la encuestada se encuentra en periodo de recuperacion de una operacion.ingreso p";0;0;28,63
37027011;2;1990;2;3;4;0;0;13;0;0;0;"na.-";1;6;34,78
37027011;3;2007;1;3;1;0;0;13;0;0;0;"na.-";1;4;23,99
37027013;1;1940;1;0;4;0;0;9;0;145000;1;"na.-";1;2;12,59
37027013;2;1943;2;1;3;0;0;11;0;0;0;"na.-";1;2;12,53
37027013;3;1965;1;2;5;0;0;3;3;300000;1;"el encuestado trabaja en su propio domicilio.-";1;2;46,15
38002021;1;1958;1;0;4;0;0;4;1;800000;1;"";1;4;40,06
38002021;2;1957;2;1;4;0;0;11;0;0;0;"";1;2;24,85
38002021;3;1973;2;2;4;0;0;3;3;80000;1;"trabaja ocacional ese dia no trabajo";1;6;24,85
38002021;4;1992;2;2;4;4;0;14;0;0;0;"";1;5;30,54
38002021;5;1996;1;3;4;4;0;14;0;0;0;"";1;6;42,60
38002021;6;1998;2;3;3;4;0;14;0;0;0;"";1;4;49,74
38002021;7;2010;1;3;1;0;0;13;0;0;0;"no salio esta resfriado";0;0;20,82
38002031;1;1932;2;0;4;0;0;11;0;0;0;"camina lento";1;2;6,71
38002031;2;1932;1;1;4;0;0;9;0;120000;1;"no realizo viajes sale poco";0;0;6,74
38002031;3;1964;2;2;7;0;1;1;1;600000;1;"";1;4;15,33
38002031;4;1995;2;3;4;4;0;14;0;0;0;"";1;4;18,84
38002033;1;1932;1;0;4;0;0;9;0;122000;1;"";1;4;7,34
38002033;2;1941;2;1;4;0;0;9;0;240000;1;"no realizo viajes  motivo labores de casa";0;0;7,30
38002064;1;1962;1;0;4;0;0;4;1;600000;1;"";1;2;35,08
38002064;2;1961;2;1;7;0;1;11;0;0;0;"";1;8;21,76
38002064;3;1995;2;2;4;4;0;14;0;0;0;"son m,ellizas con natalia";1;2;26,75
38002064;4;1995;2;2;4;4;0;14;0;0;0;"";1;2;26,75
38002064;5;2003;1;2;3;4;0;14;0;0;0;"";1;4;21,51
38002067;1;1983;1;0;7;0;1;4;1;700000;1;"";1;4;17,76
38002067;2;1983;2;1;7;0;1;4;2;400000;1;"espero el colectivo 15 minutos";1;2;20,29
38004003;1;1964;1;0;5;0;1;4;1;350000;1;"";1;4;24,72
38004003;2;1968;2;1;4;0;0;5;1;180000;1;"";1;4;15,33
38004003;3;2002;1;2;3;4;0;14;0;0;0;"";1;2;15,15
38004003;4;2005;1;2;2;3;0;14;0;0;0;"lo va a dejar y a buscar la abuelita que vive en otro lado";1;2;15,15
38004004;1;1939;2;0;5;0;1;9;0;350000;1;"";1;8;6,71
38004004;2;1971;2;2;5;0;1;4;1;400000;1;"no trabajo esta con licencia medica";0;0;15,33
38004004;3;1996;2;3;3;4;0;14;0;0;0;"";1;4;18,84
38004004;4;2004;2;3;3;4;0;14;0;0;0;"no fue al colegio esta resfriada";0;0;30,69
38004005;1;1956;2;0;5;0;0;4;1;400000;1;"";1;8;28,47
38004005;2;1991;2;2;4;4;0;14;0;0;0;"";1;5;34,58
38004005;3;1983;2;3;5;0;1;4;1;250000;1;"";1;2;34,58
38014003;1;1935;1;0;4;0;0;9;0;150000;1;"";1;6;7,34
38014003;2;1925;2;3;3;0;0;9;0;150000;1;"sale muy poco,ese dia no realizo viajes";0;0;7,30
38014004;1;1983;1;0;5;0;1;4;1;400000;1;"";1;4;16,30
38014004;2;1987;2;1;5;0;1;4;1;700000;1;"";1;10;18,63
38014004;3;2007;1;2;2;2;0;14;0;0;0;"";1;3;12,85
38014004;4;2009;2;2;2;1;0;14;0;0;0;"";1;5;27,27
38014005;1;1975;2;0;7;0;1;1;1;700000;1;"";1;4;16,70
38014005;2;1983;1;3;5;0;1;4;1;500000;1;"";1;5;17,76
38014006;1;1977;1;0;5;0;1;4;1;500000;1;"";1;4;26,92
38014006;2;1980;2;1;5;0;1;4;1;180000;1;"otra linea es bus de la empresa";1;2;16,70
38019012;1;1981;1;0;4;0;0;4;1;300000;1;"realizo un solo viaje,estaba saliente de turno.";1;1;16,30
38019012;2;1986;2;1;6;0;0;4;1;200000;1;"no fue al trabajo,estaba con descanso";1;6;18,63
38019012;3;2000;1;2;3;4;0;14;0;0;0;"";1;2;15,15
38019012;4;2009;2;2;2;1;0;14;0;0;0;"no fue al jardin,estaba resfriada";0;0;27,27
38019018;1;1982;1;0;5;0;1;4;1;300000;1;"no realizo viajes en copiapo,esta en la mina san jose,cooperando con la tragedia";0;0;30,27
38019018;2;1981;2;1;7;0;1;1;1;350000;1;"";1;4;34,58
38019018;3;2001;1;2;3;4;0;14;0;0;0;"estudia donde mismo trabaja la mama";1;4;28,14
38019019;1;1984;1;0;4;0;0;4;1;300000;1;"";1;4;30,27
38019019;2;1989;2;1;4;0;0;4;1;200000;1;"trabaja en dos partes";1;6;34,58
38019019;3;2007;1;2;2;2;0;14;0;0;0;"viaje regreso lo va abuscar otra persona";1;2;23,85
38023006;1;1945;1;0;4;0;0;9;0;650000;1;"";1;7;7,34
38023006;2;1945;2;1;4;0;0;11;0;0;0;"";1;4;7,30
38023007;1;1969;1;0;7;0;1;1;1;1800000;1;"no realizo viajes en copiapo,esta en la serena";0;0;40,06
38023007;2;1973;2;1;4;0;0;11;0;0;0;"";1;2;24,85
38023007;3;1994;1;2;4;4;0;14;0;0;0;"no fue al colegio estaba enfermo";0;0;42,60
38023007;4;1997;2;2;3;4;0;14;0;0;0;"no fue al colegio estaba enferma";0;0;49,74
38023007;5;2000;1;2;3;4;0;14;0;0;0;"no fue al  colegio estaba enfermo";0;0;24,56
38023007;6;2001;1;2;3;4;0;14;0;0;0;"no fue al colegio esta enfermo";0;0;24,56
38023011;1;1935;2;0;3;0;0;9;0;172000;1;"el arriendo de la casa se lo paga el hijo";1;2;17,92
39001015;1;1944;1;0;4;0;0;7;3;450000;1;"el encuestado es jubilado, ademas trabaja de manera ocacional.-";1;3;7,63
39001015;2;1950;2;1;4;0;0;11;0;0;0;"na.-";1;3;17,35
39001027;1;1955;1;0;7;0;1;2;1;1300000;1;"por motivos laborales el encuestado no se encuentra en copiapo el dia asignado a";0;0;36,45
39001027;2;1958;2;1;7;0;1;11;0;0;0;"realizo los viajes con su hijo.-";1;7;22,61
39001027;3;1982;1;2;7;0;1;4;2;300000;1;"viaje trasnoche, los viajes los realizo en camioneta de la empresa de su padre.-";1;2;24,05
39001027;4;1982;1;2;6;6;0;14;0;300000;1;"ademas de estudiar trabaja en la empresa de su padre, el se encuentra en proceso";1;9;24,05
39001027;5;1989;1;2;2;0;0;13;0;0;0;"el encuestado es discapacitado, los viajes los realiza junto a su madre.-";1;7;24,05
39001028;1;1943;1;0;5;0;1;9;0;175000;1;"na.-";1;2;11,36
39001028;2;1972;2;2;5;0;1;4;1;220000;1;"na.-";1;5;25,82
39001028;3;1988;1;3;6;6;0;14;0;120000;1;"ademas de estudiar, el encuestado realiza trabajos part-time.-";1;4;27,46
39001028;4;1999;1;3;3;4;0;14;0;0;0;"na.-";1;2;25,52
39001028;5;2007;1;3;2;2;0;14;0;0;0;"por su edad no paga pasaje.-";1;2;21,64
39001028;6;1996;1;3;3;4;0;14;0;0;0;"na.-";1;2;44,26
39001030;1;1956;1;0;6;0;0;13;1;600000;1;"el encuestado es pastor evangelico.-";1;12;36,45
39001030;2;1964;2;1;4;0;0;11;0;0;0;"na.-";1;4;22,61
39001030;3;1989;2;2;6;6;0;14;0;0;0;"el dia asignado a clases la encuestada no tuvo clases en su instituto.-";1;2;27,47
39001030;4;1999;2;2;3;4;0;14;0;0;0;"na.-";1;2;45,26
39001030;5;1969;2;4;2;0;0;13;0;0;0;"la encuestada posee un leve retraso mental, por ello solo se mantiene en casa y ";0;0;22,61
39004012;1;1952;1;0;7;0;1;1;1;2500000;1;"realizo 15 viajes.-";1;15;41,62
39004012;2;1956;2;1;7;0;1;1;1;600000;1;"na.-";1;4;25,82
39004012;3;1979;1;2;7;0;1;1;1;500000;1;"realizo 12 viajes.-";1;12;41,62
39004012;4;1984;1;2;6;0;0;3;1;450000;1;"se encuentra con licencia medica.-";0;0;27,46
39004012;5;1984;2;3;5;0;0;4;1;350000;1;"na.-";1;4;31,37
39004012;6;2009;2;3;1;0;0;13;0;0;0;"no tuvo motivos de viaje.-";0;0;45,92
39004013;1;1968;1;0;6;0;0;4;1;1300000;1;"termino su dia en su lugar de trabajo.-";1;5;36,45
39004013;2;1967;2;1;4;0;0;11;0;0;0;"na.-";1;8;22,61
39004013;3;1988;2;2;6;6;0;14;0;0;0;"la encuestada no tuvo clases en su universidad el dia asignado.-";1;2;27,47
39004013;4;1997;2;2;3;4;0;14;0;0;0;"na.-";1;4;45,26
39004013;5;2001;1;2;3;4;0;14;0;0;0;"na.-";1;4;22,35
39004015;1;1943;1;0;3;0;0;9;0;200000;1;"na.-";1;6;11,36
39004015;2;1947;2;1;3;0;0;11;0;0;0;"na.-";1;2;25,82
39004015;3;1982;1;2;5;0;0;3;3;150000;1;"el encuestado trabaja en su propio domicilio.-";1;8;27,46
39004015;4;1980;2;3;4;0;0;11;0;0;0;"na.-";1;6;25,82
39004015;5;1999;1;3;3;4;0;14;0;0;0;"na.-";1;6;25,52
39004015;6;2002;2;3;3;4;0;14;0;0;0;"na.-";1;2;51,68
39004015;7;2003;1;3;3;4;0;14;0;0;0;"na.-";1;2;25,52
39004016;1;1944;1;0;5;0;0;9;0;300000;1;"por motivos personales el encuestado se encuentra fuera de copiapo el dia asigna";0;0;7,01
